��������	��������� (��������� ���������)
2308	2.9902749180914787 84.44931414008657 69.47777871226849 0.0 0.0 1.0
2309	0.45383769285936526 84.43679666549424 66.8239342705391 1.0 0.0 1.0
2310	1.5575346019386158 84.0442813981129 70.47345457758962 1.0 1.0 1.0
2311	0.5707594285464707 84.47317748504865 70.87847753300873 1.0 1.0 1.0
2312	4.147075203833751 82.96024766472576 70.8230597454982 1.0 1.0 0.0
2313	0.6926074177604055 82.58379876679804 70.43659405343223 1.0 1.0 1.0
2314	2.795151926884256 86.99933056213301 70.97417641013631 1.0 1.0 1.0
2315	0.3008187023648597 85.8642070302974 71.4252569442131 1.0 1.0 1.0
2316	2.070203171564127 84.73750933642899 70.76076073090128 1.0 1.0 1.0
2317	1.4437630749921784 85.35071445575669 71.10828532165304 1.0 1.0 1.0
2318	1.2296611689454642 84.55820132151517 71.54624266627602 1.0 0.0 1.0
2319	0.42437222147468434 84.80514969955776 71.16295996369159 1.0 0.0 1.0
2320	1.2737259577152336 84.93789482282392 70.81326300471031 1.0 0.0 1.0
2321	0.22859458174758762 84.84767546857826 71.1852458854204 1.0 0.0 1.0
2322	0.16844853804323412 86.06568110584139 70.07812968119765 1.0 0.0 1.0
2323	0.13250485112421184 84.36399629103221 71.92424158255241 1.0 0.0 1.0
2324	1.9464724649038656 85.3310744736229 73.49399301748595 1.0 0.0 1.0
2325	1.0047603328601324 85.22073259765106 72.39751467867937 1.0 0.0 1.0
2326	0.3103811208030262 84.32289430996256 71.31478757523256 1.0 0.0 1.0
2327	0.25864930232967925 84.6555941687126 71.14185056799109 1.0 0.0 1.0
2328	0.5626146203671605 84.01535779185012 70.21884656596296 1.0 0.0 1.0
2329	0.9449379790199934 83.99246726240898 71.87453863048495 0.0 0.0 1.0
2330	0.9323051571454821 83.66262082214749 72.44846766060218 0.0 0.0 1.0
2331	0.8357779420446302 83.30783365374249 69.50761067799446 0.0 0.0 1.0
2332	0.6242829347576557 83.211519666541 72.37035969079355 0.0 0.0 1.0
2333	1.7245085641734186 81.73418348913762 72.06948061689263 0.0 0.0 1.0
2334	0.44299444770085183 82.97154731579501 73.67689006012587 0.0 0.0 1.0
2335	1.720710953964136 80.95386644186037 71.88618960277817 0.0 0.0 1.0
2336	0.6344206993216635 81.80666275128668 75.4417827627773 0.0 0.0 1.0
2337	1.8502664103914659 83.0739296635516 75.04857039493147 0.0 0.0 1.0
2338	0.8926200936480437 83.42722274956616 72.38062100827605 0.0 1.0 0.0
2339	1.770705135198479 83.38303408771438 72.3936190661506 0.0 1.0 0.0
2340	0.822116893477477 84.05827646816327 72.13506527204113 0.0 1.0 0.0
2341	1.1953262272324212 84.22059824326263 72.41055456075105 0.0 1.0 1.0
2342	2.0341179608302187 84.04151151607219 71.5126069848826 0.0 0.0 1.0
2343	1.1705067915267104 83.15330371400152 71.15371600644266 0.0 1.0 1.0
2344	2.3218742904925316 82.63499223522136 71.1086562525853 1.0 1.0 1.0
2345	1.5036335441119655 83.30035775491328 72.59614299427325 1.0 1.0 1.0
2346	1.096941204512111 83.56098692640458 70.71138864103477 0.0 0.0 1.0
2347	2.0829065060664504 83.28397431860519 72.19975100578446 0.0 1.0 1.0
2348	2.464753744039208 81.75106293284131 72.46245598838469 1.0 1.0 1.0
2349	1.3556190831115604 84.01462386706055 74.47606858900114 0.0 1.0 1.0
2350	2.1200025626520613 82.95842072546705 71.23177875178847 0.0 1.0 1.0
2351	2.8759230438544394 82.28910539304643 72.81759122424889 0.0 0.0 1.0
2352	1.785785259397092 83.69256857638491 72.33316750091703 0.0 1.0 1.0
2353	2.193547076079155 83.62209315174512 72.02004133869113 0.0 1.0 1.0
2354	1.1659645553647977 85.11478207338043 72.07180363463574 1.0 1.0 1.0
2355	1.30445394178746 83.6804441013021 72.13224443779639 1.0 1.0 1.0
2356	1.264359754071377 83.59254979716074 72.69761833801641 0.0 1.0 1.0
2357	0.9457377016502586 82.68135588665865 72.68299951090559 0.0 1.0 1.0
2358	1.161928770973054 83.84173414314512 72.56425558807278 0.0 1.0 1.0
2359	1.3829157691221392 84.26802199335589 73.13510729149417 0.0 1.0 1.0
2360	1.5900443447972736 84.00418301419293 73.32935706444624 0.0 1.0 1.0
2361	2.3073905305406397 84.66139878892464 73.22023996056164 0.0 1.0 1.0
2362	1.7943607619839026 85.3401098571327 73.29590850280758 0.0 1.0 0.0
2363	2.1592968857729016 85.49873254426801 73.78200690414546 0.0 1.0 0.0
2364	2.4432209298599945 85.76390918430057 73.13834949601434 1.0 1.0 0.0
2365	2.3394466398598635 85.02673613416512 74.97994552720058 0.0 1.0 0.0
2366	1.4289771648647394 85.2248209563185 72.34669590585622 0.0 1.0 0.0
2367	2.0944123775585277 84.7031730766878 72.34457506326643 0.0 1.0 0.0
2368	2.220940571795208 84.30490882139871 73.00571171587387 0.0 1.0 0.0
2369	2.762440278311465 84.10320344171588 73.49932278033005 0.0 1.0 0.0
2370	3.6087254289756725 84.11381592201161 73.42754333318736 0.0 1.0 0.0
2371	2.203432028442962 84.34821913475518 73.74079850909133 0.0 1.0 0.0
2372	1.5600416025611037 84.32726060745402 73.53581162914101 0.0 1.0 0.0
2373	2.1384585550903266 84.15118588354927 72.98561765819518 0.0 1.0 0.0
2374	2.629298604026029 84.97794347118543 73.62692348083714 0.0 1.0 0.0
2375	2.1569517948124814 83.72074858342815 73.13938386152064 0.0 1.0 0.0
2376	1.5907953533235042 83.08370526453984 73.37004254975021 0.0 0.0 1.0
2377	1.954074793331392 83.14570229968852 73.8145478582286 0.0 0.0 1.0
2378	2.477521543106596 82.51578156563414 74.41508262044692 0.0 0.0 1.0
2379	1.654923646803018 83.10826232423258 73.45619283207948 0.0 0.0 1.0
2380	2.1687391434245535 82.32708730945937 73.31592429089868 0.0 0.0 1.0
2381	1.5535700940658643 83.57831404668201 73.86041009849964 0.0 0.0 1.0
2382	1.1686877218235767 83.82837922454493 73.41400557696716 0.0 0.0 1.0
2383	1.1769261160112303 84.55572774601114 73.60627671056655 0.0 0.0 1.0
2384	0.9515225071467175 85.53751774906067 73.93896702484098 0.0 0.0 1.0
2385	1.3503017045307835 84.88353482568562 73.76319994676955 0.0 0.0 1.0
2386	1.147857318160498 84.49350760636239 74.07759330196839 0.0 0.0 1.0
2387	1.4514223404457214 84.69279334099888 73.17326514028692 0.0 0.0 1.0
2388	1.4303505595638422 84.32276346503784 73.47715324544085 0.0 0.0 1.0
2389	1.216757280411315 85.06576936212731 75.659997697007 0.0 0.0 1.0
2390	2.435496686718181 83.26714556933709 74.21657349541692 0.0 0.0 0.0
2391	2.26400858587451 84.84736666419694 73.91737682495146 1.0 0.0 1.0
2392	1.9433463977347092 84.67926891492361 73.03038690902045 0.0 0.0 1.0
2393	2.2340417480337287 83.81939344519536 72.73108223098842 0.0 1.0 1.0
2394	1.0942611119254004 82.79487784500195 74.57423765049425 0.0 1.0 1.0
2395	1.4878892227326728 83.92021312529363 72.39273742695201 0.0 1.0 1.0
2396	1.0024104927703301 84.6052150579346 72.32866600315404 0.0 1.0 0.0
2397	1.7293446557690753 84.54314999251238 72.39716865573985 0.0 1.0 0.0
2398	1.3026767838903817 84.60449117576064 72.98575773687108 0.0 0.0 0.0
2399	2.082171151880898 84.05393068452551 72.86222483073357 0.0 1.0 0.0
2400	3.4669161937092072 84.07152398622176 71.66412949966221 0.0 1.0 0.0
2401	0.5320433710822592 84.1594674806362 72.96330448877943 0.0 1.0 0.0
2402	0.5488229204074376 85.5330544678982 72.1164338577601 1.0 1.0 0.0
2403	1.7226316063043279 83.16836032806681 72.68260215646411 0.0 1.0 0.0
2404	2.1534636277180343 82.69196069293946 73.24080432481678 0.0 0.0 0.0
2405	1.0548755641468182 83.72984713454872 72.79006767627983 0.0 1.0 0.0
2406	0.5412535248458452 84.84140553361856 73.26960545473338 0.0 1.0 0.0
2407	0.13331504584404608 84.90452714494221 70.95434422179682 0.0 1.0 0.0
2408	0.7954007748590524 84.54291986524184 72.6634732281334 0.0 1.0 0.0
2409	0.07435517890850596 85.89399395446085 73.09338407957482 0.0 1.0 0.0
2410	1.481693633479563 84.50093847160812 72.57606946358683 0.0 0.0 0.0
2411	0.6385726705898364 84.38506151347006 72.26280285007262 1.0 1.0 0.0
2412	0.070855842818071 83.73682643311304 72.13923978052365 0.0 1.0 0.0
2413	0.5039222100524287 83.39486633107079 71.18482265321246 0.0 1.0 0.0
2414	0.22311397528588917 83.17659061821712 72.03934415094845 1.0 1.0 0.0
2415	0.5192164412307678 84.52715538240206 72.37412239462563 0.0 1.0 0.0
2416	0.10743125783122853 84.86316836465207 72.25423938720792 0.0 1.0 0.0
2417	1.2195433297087033 84.7411647456197 72.92973666374309 0.0 1.0 0.0
2418	1.7045421933834826 84.32039882452935 71.98632555277548 0.0 1.0 0.0
2419	3.3261798349650666 84.51982125960502 72.80893512527341 0.0 1.0 0.0
2420	2.3464999434083302 84.04404706641931 72.05215032208311 0.0 1.0 0.0
2421	1.3301156887468808 84.57525851332359 72.10108241576584 0.0 1.0 0.0
2422	1.7022186402466362 84.99235043230593 72.60372259280653 0.0 1.0 0.0
2423	1.7373299498456134 83.65566099782919 71.49137880118424 0.0 1.0 0.0
2424	1.877277524685272 84.64945434926801 71.87789560345202 0.0 0.0 0.0
2425	1.0992681032365428 84.00538245783085 71.97065996607591 0.0 1.0 0.0
2426	2.0920799765770357 84.01429755927661 72.55177323019802 0.0 1.0 1.0
2427	0.7523800826066857 85.26165598037826 72.1996058592835 0.0 1.0 0.0
2428	1.5652360078541043 83.00113363626419 72.14189769825174 0.0 1.0 0.0
2429	3.1501043737143872 83.73985807213744 73.20554940684178 0.0 1.0 0.0
2430	1.2107084009537314 82.76459991435239 72.30968865093345 0.0 1.0 0.0
2431	1.9044010181344286 82.82289103153909 71.68977898908078 0.0 1.0 1.0
2432	1.946796735147258 82.65400275700514 70.90847707570565 1.0 1.0 1.0
2433	1.001451777786038 82.78667457101037 71.37758451252202 0.0 1.0 1.0
2434	0.4994329297089015 83.13059454985897 73.02973532821294 0.0 1.0 1.0
2435	0.5492552715323553 83.30453782555753 73.01617030721887 0.0 1.0 1.0
2436	0.199393241615748 82.73422117481081 72.12159898947093 0.0 1.0 1.0
2437	0.6291040780982174 82.63856020344481 73.60870269619612 0.0 1.0 1.0
2438	0.539562086728178 83.0588142078427 72.31698727032386 0.0 1.0 1.0
2439	0.7616763327455113 82.30420222321307 73.20271793540307 0.0 1.0 1.0
2440	0.9047351260307337 83.1949914533203 72.93683107142608 0.0 1.0 1.0
2441	1.1359238573357804 82.79648068376127 72.59826487391085 1.0 1.0 1.0
2442	1.5075911467186867 83.6251353542333 72.5925002978013 1.0 1.0 1.0
2443	0.7463355569970574 83.16324563442103 73.25029358185986 0.0 1.0 1.0
2444	1.7181120310291647 82.42842170216448 73.22119925235187 0.0 0.0 1.0
2445	1.229063057441296 82.67715892637811 72.20786639591925 0.0 1.0 1.0
2446	0.7528207559359803 83.00562686410545 72.77083896521178 0.0 1.0 1.0
2447	0.862299690471795 83.40421920559237 72.26953521311057 0.0 1.0 1.0
2448	0.758249623897743 83.26445138727877 73.05271942680348 0.0 1.0 0.0
2449	1.0423240139842296 83.79000058057461 71.72245391277897 0.0 1.0 1.0
2450	1.056030924961986 83.53275809015867 71.70160640425252 0.0 1.0 1.0
2451	0.7402640943089711 83.58909327615497 71.24190682726841 0.0 1.0 1.0
2452	1.2393794796953974 83.7649749085146 71.66667361289596 0.0 1.0 1.0
2453	1.399940248643405 84.15307955709869 71.45675481293993 0.0 1.0 1.0
2454	1.0413600801275174 84.06581977022252 71.20699714474043 0.0 1.0 1.0
2455	0.9191321124505482 84.07645119059156 71.39821030822432 0.0 1.0 1.0
2456	1.2903228849984696 83.5869539543306 71.29428394034345 0.0 1.0 1.0
2457	0.5985641323196514 84.81884171102494 70.83996287723458 0.0 1.0 1.0
2458	1.116598926044012 83.73766537645926 71.18950581971167 0.0 1.0 1.0
2459	1.2702774252157294 84.04392844312915 71.7473702281537 0.0 1.0 1.0
2460	0.558731264068206 83.08994267985489 71.7412699011905 0.0 1.0 1.0
2461	0.9705260475324023 83.23232437822041 71.4474716296372 0.0 1.0 1.0
2462	0.9621091012976525 83.58667397228271 72.11870923139682 0.0 1.0 0.0
2463	0.6193499426247522 84.12878519279647 71.74748600751784 0.0 1.0 1.0
2464	0.48944571777469914 85.23802482034964 71.60867886977759 0.0 1.0 1.0
2465	0.19368493806756565 83.34367069026044 71.79155864132224 0.0 1.0 1.0
2466	0.4235703896186901 84.85371525725265 71.06015214970549 0.0 1.0 1.0
2467	0.9421758260237296 84.24060502718717 71.12831452444847 0.0 1.0 1.0
2468	0.7697044299586259 83.82255457873464 72.04727143416147 0.0 1.0 1.0
2469	0.6950661893745456 83.53891252344671 72.25093198204057 0.0 0.0 1.0
2470	1.0314597993803203 83.92427394840026 72.20535385758595 0.0 1.0 1.0
2471	0.922292988274019 83.8393610338471 72.1034454410793 0.0 1.0 1.0
2472	1.8717754979639047 84.61348603790712 72.54067066717637 0.0 1.0 1.0
2473	0.9242923580148188 84.30542090122832 72.03038719735486 0.0 1.0 1.0
2474	0.6415238565510022 84.27136426296227 71.61072899405791 0.0 0.0 1.0
2475	1.2034415925664224 84.02332953128453 71.81253029710096 0.0 1.0 1.0
2476	1.139770263572906 83.74917097806048 71.67875263823241 0.0 1.0 1.0
2477	1.1797224576361696 83.5661031039533 71.42997837295638 0.0 1.0 1.0
2478	0.9635191611227406 83.49379229003145 70.98336593315929 0.0 1.0 1.0
2479	1.698600104635048 83.06943356846077 71.80197931919479 0.0 0.0 1.0
2480	1.1305030393432547 83.01241855297344 70.77881022054407 0.0 0.0 1.0
2481	1.3774540080260775 83.52418649516098 70.94953741989791 0.0 1.0 1.0
2482	0.9454084294964781 83.79104403695041 71.69315681033503 0.0 1.0 1.0
2483	0.7152734305684576 83.73160120312693 72.11892886120636 0.0 1.0 1.0
2484	0.9635816166819036 83.44567336608638 72.21081708984876 1.0 1.0 0.0
2485	0.5906327322283558 83.4226460064396 71.92821598368225 0.0 1.0 0.0
2486	1.1557403821142773 83.63585156609476 72.16365150725558 0.0 1.0 0.0
2487	0.45702154919171395 84.21238352416322 72.62168472097902 0.0 0.0 1.0
2488	0.37606652057264517 83.74685947630769 72.24148353150377 0.0 1.0 1.0
2489	0.6571956687291087 83.3649887178806 71.83238402211445 0.0 1.0 1.0
2490	0.8975230142229896 83.65668315037013 71.96333475071107 0.0 1.0 1.0
2491	0.9946159501807801 83.69921888999043 71.96737687128751 0.0 1.0 1.0
2492	0.4355763294810985 83.26420480660907 71.76028158079664 0.0 0.0 1.0
2493	1.2042899414976747 83.66359440534316 72.24388558298907 1.0 1.0 1.0
2494	1.1550700208955047 83.59561192676892 72.15810324461319 0.0 1.0 1.0
2495	0.9256656820149594 83.65302565013047 72.25111128128435 0.0 1.0 1.0
2496	0.868688388902333 83.73950640328603 72.43518064469018 0.0 1.0 1.0
2497	1.1074981614921693 83.7580501945513 72.36628125725505 0.0 1.0 1.0
2498	0.885818334161059 83.94478030551588 72.22075148494757 0.0 0.0 1.0
2499	1.2071482086420193 84.1640988881407 72.44513005305902 0.0 1.0 1.0
2500	0.8474920354693561 83.95293155167683 72.37977059324515 0.0 1.0 1.0
2501	1.3001396624023092 84.38018173785755 72.4560392067967 0.0 1.0 1.0
2502	1.0614691348676109 84.73339090945983 72.37623167610114 0.0 1.0 1.0
2503	1.191878576603381 84.81446687190198 72.49519259855127 0.0 1.0 1.0
2504	0.9410922393668032 84.15641291044109 72.95790111085603 0.0 1.0 1.0
2505	0.8496307728628497 84.42732642278844 73.10523701374088 0.0 1.0 1.0
2506	1.640892632157266 84.22805851691815 73.67472120424925 1.0 1.0 1.0
2507	0.714468092512303 83.77022868934556 73.50404700602205 0.0 1.0 1.0
2508	0.07858253738760812 84.38388213059285 73.50629877397489 0.0 1.0 1.0
2509	0.9027479437856005 84.22958527210162 73.41963565215573 0.0 1.0 1.0
2510	0.9693263233094169 84.41406941146917 73.19157407767513 0.0 0.0 1.0
2511	0.6312146330724641 84.44835186435216 73.39202527885911 0.0 1.0 1.0
2512	0.9517148442652983 84.17808446687968 72.94565589637052 0.0 0.0 1.0
2513	0.6528677426360714 84.95785123601694 73.36362948647167 0.0 1.0 1.0
2514	0.8855247633203913 84.5836961863169 73.20669350743397 0.0 1.0 1.0
2515	1.0677160168973483 84.0040896800771 73.00570032609187 0.0 1.0 0.0
2516	0.9535215000534595 84.66110482807291 73.27050810082707 0.0 1.0 1.0
2517	1.073681018613022 84.38144047249764 72.76927351121793 0.0 1.0 1.0
2518	1.2272048030149534 84.40772558510123 72.80763789435846 0.0 1.0 1.0
2519	1.2561230621547146 84.58121276741217 72.88898946936231 0.0 1.0 1.0
2520	1.117053612509184 84.52479917541088 72.55601502632749 0.0 1.0 1.0
2521	1.1176993542228923 84.4442543823221 72.51817971617274 0.0 1.0 1.0
2522	1.1533231088573812 84.64083802584739 72.31559908699685 0.0 1.0 0.0
2523	0.8749813667525641 84.66495476856876 72.54397654419391 0.0 1.0 0.0
2524	1.1451598961572118 84.54474981539663 72.86493767398835 0.0 1.0 1.0
2525	0.924072392046647 84.588516447121 72.66480682905568 0.0 1.0 1.0
2526	0.924469205844763 84.50562954104537 72.41031664368339 0.0 1.0 1.0
2527	0.7305093935820897 84.56718737285001 72.12672238888165 0.0 1.0 1.0
2528	0.4216870428944828 84.51415763520262 72.45151408028858 0.0 1.0 0.0
2529	0.5591335649449953 84.74720046030734 71.93792643891675 0.0 1.0 1.0
2530	0.8025073650601873 84.36227917390339 72.2796280035886 0.0 1.0 1.0
2531	0.6280597067956855 84.57554821061065 72.20134472334124 0.0 0.0 0.0
2532	1.233965873137409 84.75554852379473 72.2851020813823 1.0 1.0 1.0
2533	0.8163540846368531 84.27664916238984 72.23113756232175 0.0 1.0 1.0
2534	0.7967522324124137 84.12550342179266 72.30131446166634 0.0 1.0 1.0
2535	0.840401391363732 84.29513824823886 72.3510510853359 0.0 1.0 1.0
2536	0.9384006345796907 84.2245002662396 72.30669548654203 0.0 1.0 1.0
2537	1.0653833385281952 84.09722838596169 72.35512720069858 1.0 1.0 1.0
2538	1.0988256076578147 84.255062034907 72.2103951060407 0.0 1.0 1.0
2539	1.1062790274500978 84.0847581881449 72.34665641049357 0.0 0.0 1.0
2540	1.194371657099153 84.18512515390486 72.02140888239126 1.0 1.0 1.0
2541	1.2628325670372413 84.29902521023591 72.11537268535511 0.0 1.0 1.0
2542	1.1143459291473259 84.29967623388464 72.30319092299078 0.0 1.0 1.0
2543	1.0578414698693788 84.24349979710225 72.0832495427565 0.0 1.0 1.0
2544	0.9890206953967421 84.22856948593312 72.03509513238058 0.0 1.0 1.0
2545	0.9318353821367372 84.2030341097454 72.13001628543655 0.0 1.0 1.0
2546	1.0667271108048557 83.92246522827105 72.00538249037801 0.0 1.0 1.0
2547	1.2801100092271853 83.9566862166651 71.94573733303558 0.0 1.0 1.0
2548	1.38907802454696 84.08945509134489 71.74942904664165 0.0 1.0 1.0
2549	1.2719635098793285 84.35586788117412 71.88825173840016 1.0 1.0 1.0
2550	1.282500050168521 84.01405846992239 71.9762653726497 0.0 1.0 1.0
2551	1.1498724760880947 84.1243473725888 71.70141368204634 0.0 1.0 1.0
2552	1.5178763513074074 84.06977497516135 71.86199105776214 0.0 1.0 1.0
2553	1.076184527467722 84.2225108565088 72.05611601878181 1.0 1.0 0.0
2554	1.272019133119435 83.70703885975283 71.95043880803192 1.0 1.0 1.0
2555	1.3968988378172729 83.8639012027702 72.02241284538894 0.0 1.0 1.0
2556	1.3394312074033723 83.85976063229838 72.075659912552 0.0 0.0 1.0
2557	1.4179554875313733 83.97664673718263 72.01074583844667 0.0 1.0 1.0
2558	1.375624549215156 84.11153409448723 72.01590850018067 0.0 1.0 1.0
2559	1.344741416582144 84.05974720297866 71.9703066309845 0.0 0.0 1.0
2560	1.4082530128156359 83.93668737461017 71.92443738840124 0.0 1.0 1.0
2561	1.4590581846456936 83.71477306767999 72.04635483658217 0.0 1.0 1.0
2562	1.3553914530066762 83.57492387206776 72.1192476057333 0.0 0.0 1.0
2563	1.2724903572316022 83.69832581234735 72.02517849587576 1.0 1.0 1.0
2564	1.4405212799736715 83.76702367328349 72.10177804206438 0.0 1.0 1.0
2565	1.3930942046375032 83.6873480684215 72.08514124882748 0.0 1.0 1.0
2566	1.2280781224229846 83.64377907051735 72.16434903172795 0.0 1.0 1.0
2567	1.3927415553812665 83.54074617309763 72.32154206164431 0.0 1.0 1.0
2568	1.100815728775957 83.49119654360781 71.94854032405215 0.0 1.0 1.0
2569	1.225739914044706 83.19266951066096 72.26247954216886 0.0 1.0 1.0
2570	1.306838206704285 83.2692771722626 71.86930430519807 0.0 1.0 1.0
2571	1.1516869213069907 83.35142902720061 72.04887099421627 0.0 1.0 1.0
2572	1.199018571545356 83.31122498634444 71.75463847754554 0.0 1.0 1.0
2573	1.3007803517292 83.48985267768755 71.74174709160366 0.0 1.0 1.0
2574	1.2947693175131683 83.6813164208986 72.05146904679853 0.0 1.0 1.0
2575	1.2369116139127427 83.95562255774749 72.05922464729066 0.0 1.0 1.0
2576	1.311665952208826 83.59401133755816 71.9790167285095 0.0 1.0 1.0
2577	1.5835351025185882 83.47118910369781 71.9112986065233 0.0 1.0 1.0
2578	1.8009317093279158 83.17970766353459 71.65609204626936 0.0 1.0 1.0
2579	1.1058530000115157 83.72644127547747 71.89647156321455 0.0 1.0 1.0
2580	1.4058498202532594 83.85574229219715 72.47574715659448 0.0 1.0 1.0
2581	0.9308041648844556 83.47109363339908 71.88250356467725 1.0 1.0 1.0
2582	1.0410613353073652 83.41723874258685 72.11192519964753 0.0 0.0 1.0
2583	1.2475380922766641 83.60459259438039 71.91235110377116 0.0 1.0 1.0
2584	1.530205966846824 83.60070825199705 71.77863603328572 0.0 1.0 1.0
2585	1.7370506387650124 83.82956598305121 71.93203373159065 0.0 0.0 1.0
2586	1.3621440735121502 83.59730666034226 72.05706257498983 0.0 1.0 1.0
2587	0.838561171903565 83.83065718646566 72.20541063260312 1.0 1.0 1.0
2588	1.2120039778287606 83.62318829663703 72.02957579330013 0.0 0.0 1.0
2589	1.1896334091281704 83.66083195610014 71.85360246903112 0.0 1.0 1.0
2590	1.3160075333535346 83.54438311535515 71.83102245569937 0.0 1.0 1.0
2591	1.2157907271466257 83.89704140120587 71.95979701839569 0.0 1.0 1.0
2592	1.251713947327862 83.93199213416223 71.8057329611485 0.0 1.0 1.0
2593	1.012135371477381 83.9567187523276 71.86083826383064 0.0 1.0 1.0
2594	1.0676595425039368 83.96649861928236 71.82799078114049 0.0 1.0 1.0
2595	1.0593802865330177 83.86244104320646 72.07204295314145 0.0 1.0 1.0
2596	0.7162436976592748 83.95583646620793 71.97738518952202 0.0 0.0 0.0
2597	1.185766457313266 83.81348721935625 71.84278760417631 0.0 1.0 1.0
2598	1.040831092288258 83.85629590485989 72.0463011713571 0.0 1.0 1.0
2599	0.8688457571592152 83.82186379662679 72.26157259162504 0.0 1.0 1.0
2600	0.9016644694313216 83.85020000606391 71.95123015034311 0.0 1.0 1.0
2601	0.8053165313267255 83.82416990010591 71.91287449422926 0.0 1.0 1.0
2602	0.7388353063541907 83.71468845908748 72.37357718833215 0.0 1.0 1.0
2603	1.0015175936577734 83.83199092258445 72.01445104125216 0.0 1.0 1.0
2604	1.0775558471605067 83.59832970915801 71.72806165807839 0.0 1.0 1.0
2605	0.960591354786836 83.52333870355852 72.20191916564535 0.0 1.0 0.0
2606	0.9178908594992476 83.92713490147099 71.92623054565786 0.0 1.0 1.0
2607	0.7658116185489581 84.11319608253608 71.87090363454739 1.0 1.0 1.0
2608	1.119397512917242 83.81301770713237 72.05661557418907 0.0 1.0 1.0
2609	0.9619488082459439 83.70717189264738 72.00002078095105 0.0 1.0 1.0
2610	1.1082788993905897 83.73507085052566 72.12932162060716 0.0 1.0 1.0
2611	0.8698932600983922 83.50283948181675 71.88443722403218 0.0 1.0 1.0
2612	1.1305176995693664 83.73994349666863 72.00434762987001 0.0 1.0 1.0
2613	1.358203138413913 83.40405097340316 72.08553079750574 0.0 1.0 1.0
2614	1.3023052430725686 83.89110279161086 72.11722804114807 0.0 1.0 0.0
2615	1.219443902823201 83.75382671765017 71.80695172362704 0.0 1.0 1.0
2616	1.1533921459348369 83.90514154446176 71.67768280343834 0.0 1.0 1.0
2617	1.610693720701512 83.97706659896282 71.4944379655872 0.0 1.0 1.0
2618	1.2006531054623901 83.88569645004503 71.68574781214117 0.0 1.0 1.0
2619	1.3026256724807945 84.0785834215309 71.52975647483188 1.0 1.0 1.0
2620	1.113664534695256 84.06828551668582 71.85489736689655 0.0 1.0 0.0
2621	1.126869826510151 83.87439453345135 71.74877468501614 1.0 1.0 1.0
2622	1.2549581510959678 84.00018569200117 71.73910311799942 0.0 1.0 1.0
2623	1.383554809581289 84.10302701475133 71.62624690598324 0.0 1.0 1.0
2624	1.249526990357978 83.89194943129309 71.89191484226943 0.0 1.0 1.0
2625	1.3149672926358864 83.84074096011248 72.07039802017881 0.0 1.0 1.0
2626	1.2282337121386198 83.93887987987256 72.11561833295882 0.0 1.0 1.0
2627	1.1589465905042626 83.85881449448897 72.24800004166177 0.0 1.0 1.0
2628	1.211741249403119 83.96377035541593 72.14065861581993 0.0 1.0 1.0
2629	1.339945595912105 84.0109494535306 71.90939123102143 0.0 1.0 1.0
2630	1.1846416396014485 83.98134433949194 72.48971199023018 0.0 1.0 1.0
2631	1.2296175992229619 83.80115360216274 72.09076888337744 0.0 1.0 1.0
2632	1.0666572477464893 83.80809989734976 72.06631955377344 0.0 1.0 1.0
2633	1.115952008972216 83.60901145708156 72.01105029521094 0.0 1.0 1.0
2634	1.1564098072754696 83.94022908898233 72.07088252933428 0.0 1.0 1.0
2635	1.1449834648121977 84.21513874751095 72.0880838288256 0.0 1.0 1.0
2636	1.159655655675715 84.00038932241645 72.09322035332409 0.0 1.0 1.0
2637	1.1954321128243217 84.07070106943196 72.17667071389295 1.0 1.0 1.0
2638	0.9468448936274707 83.59945212516402 72.19436314612798 0.0 1.0 1.0
2639	1.1249748496369474 84.00052756851217 72.12269066589944 0.0 0.0 0.0
2640	1.2009112981414185 83.99806351853027 72.05645155863778 0.0 1.0 1.0
2641	0.9075480536274112 83.98082080646837 72.10006259875702 0.0 1.0 1.0
2642	0.9933182310249454 83.91905692962004 72.01491890692512 0.0 1.0 1.0
2643	0.98621840820335 83.74132408955417 72.27911022461174 0.0 1.0 1.0
2644	1.1355791405976503 83.98673211875392 72.03354998122263 0.0 0.0 1.0
2645	1.1885499606627377 84.12534575510166 71.95533814331704 0.0 1.0 1.0
2646	1.2371099743696374 84.28663144557315 72.20228398157447 0.0 1.0 1.0
2647	1.3502054107731254 84.06754899366534 72.03382530849618 0.0 1.0 1.0
2648	1.1982883815144525 84.2232727177599 72.03477121068666 0.0 1.0 1.0
2649	1.196647482505115 84.39029502365125 72.13219109723059 0.0 1.0 1.0
2650	1.031692713143115 84.41771963462028 72.0386019036907 0.0 1.0 1.0
2651	1.242980330200262 84.5941050774505 72.05663889048344 0.0 1.0 1.0
2652	0.9733005896543194 84.52090163299015 71.90472481601083 0.0 1.0 1.0
2653	1.07830083133557 84.53740465077612 72.12415655393394 0.0 1.0 1.0
2654	1.1344239337193676 84.56806250523056 72.2057199569112 0.0 1.0 1.0
2655	0.9847414484749977 84.58203272819227 72.03514076881119 0.0 1.0 0.0
2656	1.1922286583879114 84.4941756996142 72.47350287298168 0.0 1.0 1.0
2657	1.0061048286927923 84.37311768057725 72.55102350851934 0.0 1.0 1.0
2658	1.0499863904655458 84.56843892318983 72.54842640827364 0.0 1.0 1.0
2659	1.1076078115641028 84.23100742192341 72.63653943430857 0.0 1.0 1.0
