Итерация	Значение_функции
1321	8.866292343505988
1322	15.105077406147782
1323	16.410730775612997
1324	15.433993410044645
1325	6.505110505548439
1326	3.4481236231033696
1327	12.0150107268671
1328	2.223983404666435
1329	2.1086160109866743
1330	2.2240012199746184
1331	5.201480647177383
1332	5.0747681356384104
1333	2.645500365864393
1334	3.1419895130561835
1335	5.177327032145216
1336	3.6984062115977503
1337	3.7565561967018075
1338	4.19483161602021
1339	7.0418775056257665
1340	4.978247342448473
1341	2.024668374196212
1342	5.529617839490326
1343	5.893926779095803
1344	7.9316480905647895
1345	4.248053462076161
1346	7.24086045229405
1347	10.815971384093842
1348	1.2499067834185238
1349	4.894751742697066
1350	4.657288245100385
1351	1.8884629906836878
1352	2.043133953243739
1353	0.7139379692683102
1354	3.3852333561653265
1355	0.6720256439171894
1356	0.7153401018149284
1357	2.8418528502184164
1358	1.7887008955480526
1359	2.680614866878166
1360	2.495105093403283
1361	10.965300301679532
1362	12.471639916277972
1363	11.304715911149604
1364	3.428615074589182
1365	4.539191031007604
1366	8.198183952769408
1367	4.45897080917625
1368	5.776495866215404
1369	3.912683798056535
1370	3.561706741028156
1371	5.810055609574982
1372	5.531438427584277
1373	6.276979157411837
1374	5.579834545596577
1375	4.182090967756394
1376	4.305089375418971
1377	9.095059606533525
1378	4.265815611354721
1379	3.396613926243327
1380	2.227638349645882
1381	2.856143565534677
1382	8.005620203566476
1383	6.630821812738936
1384	3.057370725962618
1385	3.379678784494196
1386	3.4229897861391945
1387	4.9560275753406815
1388	2.9546124394073585
1389	6.128930961608259
1390	6.490753759802515
1391	4.3135326949646435
1392	3.771022860562894
1393	20.36142410068023
1394	7.564916361028628
1395	10.16724420225036
1396	11.271833859665835
1397	4.0045418738567715
1398	5.347194921139582
1399	10.643117421412303
1400	3.2867634654050555
1401	9.256728337836833
1402	6.684264161564476
1403	3.587861925966648
1404	3.5563811539321257
1405	2.699801952523292
1406	18.96089162137246
1407	3.8448093650472432
1408	3.8800220640412615
1409	4.6532174132687505
1410	1.185189742516491
1411	4.7909219465115225
1412	16.39389201391656
1413	1.7184163269469792
1414	6.1887704099990355
1415	1.2009125815074737
1416	3.3819663451522053
1417	2.6350169888731925
1418	1.0824097733576488
1419	4.8844466090048915
1420	1.2467638588841052
1421	3.202907607214363
1422	1.1724834749332262
1423	4.005070576375369
1424	2.214641601763063
1425	1.8314125415909963
1426	3.3652763002352
1427	1.3447040661070566
1428	3.149603334002605
1429	1.2084401248565535
1430	5.082708056315111
1431	0.5017780084421513
1432	2.6815686222627417
1433	0.33445533964428986
1434	4.773467498555018
1435	1.5742862584455573
1436	1.551495679574126
1437	0.9994571701511201
1438	1.9938287026456336
1439	2.3361985118335866
1440	3.6674100673414642
1441	1.3488935854881636
1442	2.1023904766972557
1443	1.7694977412050383
1444	1.3051588779270769
1445	2.0616585084988
1446	3.7645210193061174
1447	4.680009192764096
1448	1.6860442476119355
1449	3.634911572647191
1450	2.605793109332035
1451	1.9004186953058426
1452	1.8192276758191053
1453	4.217304861680822
1454	2.299322840945376
1455	1.7939049489928722
1456	1.7390987685259478
1457	1.8151536031920972
1458	1.375902459336819
1459	2.0175034267479175
1460	1.780265671100369
1461	2.7618148349621445
1462	1.4315288777856077
1463	1.5389858978608117
1464	1.6388514653768875
1465	2.3828396760831243
1466	1.3698267380393787
1467	1.2390680746358997
1468	0.3054728368680336
1469	1.225864856578814
1470	0.3367046274584122
1471	1.5180341110365747
1472	1.8790271927415734
1473	0.7897998802151349
1474	0.6806768040464198
1475	1.3974319107384208
1476	0.6277898889532757
1477	1.5929595061952369
1478	1.257051323426619
1479	0.9503078439417663
1480	0.9281187824010505
1481	0.4348448215178719
1482	0.9954096378116115
1483	0.8607170324359906
1484	1.282491140831636
1485	0.28019269418351966
1486	0.34254723985682933
1487	2.1880996889063287
1488	0.747591689586066
1489	0.7681045526035242
1490	0.6401651562562637
1491	1.2009430719020753
1492	0.6367929535709663
1493	0.6325197000442533
1494	1.2200373027730866
1495	2.0026037357098128
1496	0.32026334293011516
1497	0.44866957443738487
1498	2.133242918007552
1499	1.892587737283761
1500	0.1445846933998754
1501	0.121780403911104
1502	0.6365415287818017
1503	0.206972865292501
1504	0.6544100018731533
1505	2.191696182501789
1506	1.6841569232814944
1507	1.4473862171899519
1508	0.5341550357918703
1509	2.268042751878525
1510	1.269165128412601
1511	1.2473091950931825
1512	1.4687738710254086
1513	2.3439394356466074
1514	0.4042350141964299
1515	1.3272016402490912
1516	1.2951714696227876
1517	0.40222025371231446
1518	0.22954075892050765
1519	0.1283700580475579
1520	0.09983367872976148
1521	1.0049057919165056
1522	0.19763403210011174
1523	2.366282140390721
1524	1.0748364673594157
1525	1.26266140257897
1526	0.5609979765515174
1527	0.34115688152453927
1528	0.18352752535116518
1529	0.6900359679509332
1530	0.12005073145982041
1531	0.2815721174027945
1532	0.18563774075102987
1533	0.3941386733757476
1534	0.14046702781515383
1535	0.16882636935812528
1536	2.195106125128232
1537	0.12865084913879904
1538	1.1283340673756694
1539	0.1809067651770702
1540	0.7794224439286053
1541	0.2890292903052717
1542	0.39542470427828624
1543	0.5473068193518122
1544	0.3388428419181746
1545	0.42450338921346054
1546	0.44954300914587497
1547	1.8191775100764147
1548	0.4271190030178547
1549	0.5118307067478041
1550	0.49104854295548517
1551	0.15783742437930204
1552	0.07975982110424429
1553	0.4711912327019125
1554	0.7015791992741491
1555	2.4954562287866997
1556	0.608428304695616
1557	2.0940281265232628
1558	1.354311941050189
1559	2.811446300646142
1560	1.9945780671839075
1561	0.7877799070505853
1562	0.6162796153698626
1563	0.15591505204546566
1564	0.13343208961942835
1565	1.1397008625362528
1566	0.5539487307872256
1567	0.5175182602386218
1568	0.1556275084739167
1569	0.047348829241343315
1570	0.16193322035166946
1571	0.03808441546092963
1572	0.2250809145463944
1573	0.2840959310621231
1574	0.30455330603556235
1575	0.05754179521047584
1576	1.0497188378841522
1577	0.25693948253176413
1578	0.1490930820429565
1579	0.20869293564874236
1580	0.21402669896429838
1581	0.04832929931532531
1582	0.022115854777872583
1583	1.4655499521946425
1584	0.3371411345636097
1585	0.1609701583015559
1586	0.08422476613949005
1587	1.385382288098956
1588	0.8658698759949686
1589	2.2094725899431453
1590	1.0390733534350758
1591	1.580394474916282
1592	1.1195976361426712
1593	0.2107383000096472
1594	0.0982346504583641
1595	0.26513254822849847
1596	0.1559179701223092
1597	0.08076734303107819
1598	0.23249288554871433
1599	0.27050897863979795
1600	0.9979058277049948
1601	0.29622852900655144
1602	0.53606750858178
1603	0.07674866547173426
1604	0.4467387514951241
1605	0.2593112064413758
1606	1.3465693778958485
1607	0.8560761097586348
1608	0.4150149841784782
1609	0.1827993137670052
1610	0.13624997930265698
1611	0.3241465936694151
1612	1.2247951228030058
1613	0.10341202162063001
1614	0.11090574330210956
1615	0.3325564300505307
1616	0.4417007823815405
1617	0.47826620952200827
1618	0.6218864105748338
1619	1.6329851879662005
1620	0.7243215824050444
1621	0.4284766604864635
1622	0.06592684029665419
1623	0.17710478850565664
1624	2.247245800894416
1625	0.10587937286274052
1626	0.49716738224198664
1627	0.15419385471858565
1628	1.2480170380322384
1629	1.2347106570629338
1630	0.08497178675948305
1631	0.14977171711084064
1632	0.0499200677123617
1633	0.15826180593345474
1634	0.07220529503282452
1635	0.3703900377288612
1636	0.16412784244255024
1637	0.13692158454368533
1638	1.0587756069828773
1639	0.06768772506380101
1640	0.05167200179770948
1641	0.3350188186724231
1642	1.1833202739615603
1643	0.07248733057800742
1644	0.19281993951476428
1645	0.3162650643798225
1646	1.3335042874895247
1647	1.082363983395652
1648	0.1769975173575195
1649	0.22201362504462469
1650	1.0823124684893968
1651	0.17921316863865566
1652	0.17555733751444982
1653	1.2532838758415124
1654	0.3741300084302873
1655	0.23621121347977087
1656	1.3359917173207445
1657	0.2502399972972963
1658	0.44120349904060313
1659	0.1380919339742718
1660	0.06535991700405959
1661	0.04248531576863524
1662	0.01691507926879277
1663	1.1361890825073586
1664	1.164177022644413
1665	0.028327727431347552
1666	0.031332369395673874
1667	0.03015347552517348
1668	0.0786339134492684
1669	0.12913989727382996
1670	0.09277143120213797
1671	1.1758270050843744
1672	0.1304035527784394
1673	0.07263525213529298
1674	0.12015242859213955
1675	0.2538006036346796
1676	0.21427727036527416
1677	0.18806125103032958
1678	0.18441311590880544
1679	0.2388843742065316
1680	1.2355641433156803
1681	0.06832559881473285
1682	0.13022835525672732
1683	0.08630674360994511
1684	0.12974630006843785
1685	0.14941446509388043
1686	0.2718616947186671
1687	1.082497484558388
1688	0.05478548105617166
1689	0.013461165670133937
1690	0.015490213579026446
1691	0.07167146604100295
1692	0.003975119917830521
1693	0.028532789149369187
1694	0.021418341378276848
1695	0.014677578846885793
1696	1.00576304479357
1697	0.04730609065180317
1698	0.009456001982620471
1699	0.014748872042078393
1700	0.011091040655286023
1701	0.00892401298164916
1702	0.011442348999618315
1703	1.033999566985581
1704	0.005302056208290458
1705	0.03597834740741819
1706	1.059601921200873
1707	0.07996027750876095
1708	1.0983925406753188
1709	0.02183677294589713
1710	0.06725935968352291
1711	0.101068736172892
1712	0.11276931440365365
1713	0.08619893769847851
1714	1.075362849614748
1715	1.1104849437199882
1716	1.116319787628301
1717	0.09255126119188517
1718	0.10158180680847274
1719	0.12804690454057588
1720	1.1232549190235197
1721	0.09235195575836097
1722	0.18926035922992654
1723	1.139714005162769
1724	0.1561857161189094
1725	0.09033859454539
1726	1.101859779124441
1727	0.08104382990119655
1728	0.13843072904176323
1729	0.05339888556911606
1730	1.0641445668220186
1731	1.0415240490647657
1732	0.04294954280730285
1733	0.027126772739102693
1734	0.034379043040222663
1735	0.008613190511098804
1736	0.010159152743317735
1737	0.0254388848762079
1738	0.0704630952633809
1739	0.03501752699264589
1740	1.040163476745012
1741	0.017012917735880487
1742	0.042187168171497993
1743	0.028498141296629396
1744	0.024168285355747186
1745	1.0499537574996838
1746	0.016059155409233593
1747	0.024302456062408065
1748	1.0356225918162132
1749	1.0321703778970206
1750	2.034653747486656
1751	0.0429287656763799
1752	0.04728593555551789
1753	0.039080566106849915
1754	0.02769673917539895
1755	0.04525929159205323
1756	1.0479835004763427
1757	0.0564429710253774
1758	0.06840732517021925
1759	1.0306305862917868
1760	0.07385606925636931
1761	0.06810314362057433
1762	1.0527152519185843
1763	0.035689767593779384
1764	0.10734692688336904
1765	1.0210149163014925
1766	0.02287682492199241
1767	0.054818156171433596
1768	1.02275371167772
1769	1.0303246338791436
1770	0.05256258609089294
1771	0.047518784203698074
1772	0.08024125459984857
1773	0.0739455565391057
1774	0.07627629816532247
1775	0.036352001250793464
1776	0.05539658961446876
1777	1.053934636611355
1778	0.09630898063835217
1779	1.0594655908446264
1780	0.0698780154096595
1781	0.09615427178018737
1782	0.09002828228286464
1783	2.1331004977007053
1784	0.0965420186462099
1785	0.11092219516187464
1786	0.07901831887957107
1787	0.08827353941960421
1788	0.07313693211594886
1789	0.05908275840500676
1790	2.0526004763322288
1791	0.0508500743906565
1792	0.08705584844809348
1793	0.04494914039361364
1794	0.045512709892559226
1795	0.04967299751155612
1796	0.043667514384022194
1797	0.03201505903673386
1798	0.05537246693123749
1799	0.10346987027325
1800	1.0355756612559066
1801	0.055009494850090976
1802	0.08216235225178767
1803	0.08179432702965914
1804	0.08628440886478708
1805	0.11045600534369751
1806	0.0732181275349386
1807	0.03761557350155148
1808	0.05818807793762473
1809	0.05851738907465181
1810	0.09587741494575026
1811	0.0383276218341365
1812	1.0069755920342125
1813	1.0245320133221036
1814	0.0523917415306229
1815	1.0794945661416713
1816	0.09844240495055893
1817	0.05107874475498026
1818	1.0451332822296102
1819	0.04989304868568374
1820	0.032550889993261695
1821	0.11884994805636075
1822	0.03961979050068707
1823	1.0420566337556891
1824	1.0440054304793682
1825	0.02599478476820282
1826	0.013999787344083924
1827	0.007031085161802297
1828	0.013670024464128398
1829	0.03226560982158952
1830	0.015625207135235603
1831	0.04759696917171682
1832	0.009336996040202699
1833	0.003556193982445235
1834	0.05058735581980999
1835	1.0016113077149964
1836	1.0230539459849537
1837	1.0191542232492519
1838	0.006513849488555458
1839	0.010921933081393824
1840	1.0041236717465472
1841	0.01790027833784672
1842	0.012936097402982152
1843	0.04213022808268915
1844	1.0023877656648075
1845	0.04560032182732337
1846	0.011122959295493999
1847	0.02088111165713077
1848	0.015233858255127002
1849	1.030283096612352
1850	0.03250700711902187
1851	1.0102282201958106
1852	1.0175352878610135
1853	1.0056232955003286
1854	0.019566798908109397
1855	1.018618438468739
1856	1.0124210872680786
1857	0.02919744116837487
1858	1.0219252860693517
1859	0.01830401595560046
1860	0.020485941473458738
1861	0.02003591033152724
1862	0.027446046719948512
1863	0.02408104649446505
1864	0.020437576877863448
1865	0.022520048790360073
1866	1.021239080219528
1867	0.016364752007958016
1868	1.0119134758846022
1869	0.015303671500164701
1870	1.0174578257740066
1871	0.018843303197606014
1872	1.017820176069688
1873	1.0222538433386694
1874	1.0173200345920368
1875	0.014310482223425977
1876	0.016200199407455568
1877	1.015845994903056
1878	1.019989543609
1879	1.0160470712083194
1880	0.0183153214869594
1881	0.015472553213170056
1882	0.015701928825543675
1883	0.012992091877358225
1884	0.017697986643478658
1885	1.0142686571014812
1886	2.015999686765518
1887	0.018070098685724338
1888	1.0133758984166787
1889	0.019642439589957723
1890	1.019535212519918
1891	0.00994021706991917
1892	0.012015143831669213
1893	0.008418195062265864
1894	0.014579365824073471
1895	0.011423718669339885
1896	0.0049485671593692115
1897	0.00336335712586917
1898	1.0045513860472362
1899	0.0033447997782649697
1900	0.0024052895610110502
1901	1.0014524908907732
1902	0.0035108946156331817
1903	0.004674719748592549
1904	1.0039388904191926
1905	1.0019447278453115
1906	0.0036374361807110407
1907	1.0048966999784903
1908	0.0035103854544931753
1909	0.00385750158387611
1910	0.006809759808303639
1911	0.004403448702928194
1912	1.0111523864124343
1913	0.005171542513187848
1914	0.0048031391524575254
1915	1.0023486346713903
1916	0.0026467670011960922
1917	0.006995906505943137
1918	1.0094297228030078
1919	0.009306460668303342
1920	1.008737448829464
1921	0.004545942969872141
1922	1.0072050212874228
1923	2.0044346567249898
1924	0.004490458451952139
1925	0.004784897204263642
1926	0.004452951379424749
1927	0.006727510952474562
1928	0.015574278332694114
1929	0.0062488845411766926
1930	0.007207600946105732
1931	0.007812375045819994
1932	0.012452014848264088
1933	1.0104648417544688
1934	1.0072297578404381
1935	0.007228009131428406
1936	0.007385210816486543
1937	0.00885829448750793
1938	0.015929668718708954
1939	0.007293020664879178
1940	0.009084017916106383
1941	0.010780376952789723
1942	0.004425171249389327
1943	0.004652070803349283
1944	0.006340465419379493
1945	0.0031368490064470973
1946	0.0025767509318994092
1947	0.0027322717482751347
1948	0.0009882430922818627
1949	0.00456678539467772
1950	0.00561821273618733
1951	0.005072251160231049
1952	0.006414884953986586
1953	0.012500226633686622
1954	2.0059831457842847
1955	0.008979102570002015
1956	1.0102599930398153
1957	1.006912857695603
1958	0.007418745234401834
1959	0.003155316727535196
1960	0.0032458333687764877
1961	0.006475437692193865
1962	0.0033627051599029443
1963	0.007536826584587409
1964	1.0087701259753896
1965	0.0026646144153953015
1966	0.007782070381642843
1967	0.006562499313378862
1968	0.006462874007771189
1969	1.0069371719532274
1970	0.00871525746100011
1971	1.0096530310245908
1972	1.0162459962565356
1973	1.008478618914739
1974	1.0088784844331282
1975	0.00816903086311367
1976	0.009957285845630217
1977	0.011361040403171877
1978	0.019855082244255768
1979	0.0197476555001901
1980	0.013513521972451231
1981	0.010171866382114711
1982	0.013344809581922058
1983	0.01760627062111234
1984	0.02329592900132736
1985	0.0177524831823574
1986	0.02869442480351121
1987	1.0231844620431232
1988	0.018816910972891045
1989	0.016084507237912667
1990	0.010450263304971234
1991	0.006412333451068444
1992	0.0021175159065099044
1993	0.0026143061500045186
1994	0.0024371313710980554
1995	0.0024627588466111126
1996	0.0033607775053993015
1997	0.0007155876639425211
1998	0.004353952375713602
1999	0.0032832442022781303
2000	0.0007155876639425211
2001	0.08809437265010579
2002	0.4982663775885277
2003	1.3235277542474067
2004	6.276035588264987
2005	7.852917305160852
2006	11.20316246900801
2007	6.694765475017278
2008	7.158890072732567
2009	3.969112965201566
2010	2.7169826021088044
2011	1.6409817142956489
2012	2.1995961883041084
2013	5.751978681836895
2014	16.77848030920689
2015	13.42756396164894
2016	13.294929466307522
2017	11.486702593088841
2018	51.047462084681854
2019	46.750962200729354
2020	72.77735091614407
2021	48.9213672110013
2022	49.586253578523156
2023	7.499803907890448
2024	8.136857618592225
2025	37.42326312869021
2026	18.81702293809194
2027	84907533.71765323
2028	22.679871413348316
2029	98.7766400521798
2030	16.029965257213355
2031	79.84539579933133
2032	20.430237345750186
2033	94033432.59503193
2034	15.737780000280504
2035	31.062733186162973
2036	54.47438783843138
2037	65444503.61990693
2038	46.992669417146914
2039	82.70165406623642
2040	19.239541113062874
2041	18.815344708561845
2042	26.406915800320643
2043	9.65121498913324
2044	71.828265238775
2045	498419646.4249442
2046	40.76837487197588
2047	7.994131649384281
2048	21.831872869278925
2049	4.422710077725874
2050	41.197146140938976
2051	278182717.6573956
2052	26.38237526051125
2053	48.56928218066208
2054	33767925840.09984
2055	68.46395904594132
2056	893305523.8264344
2057	92.03054953749475
2058	950730.05026402
2059	81.26961073318913
2060	52199005464.67113
2061	1620734007.101767
2062	1877015277.9637065
2063	705254579.0172364
2064	619125329.4403428
2065	49.59472332329368
2066	5557921784.926872
2067	82.85174082818139
2068	748879850.0067675
2069	712058183.7859527
2070	4337203281.262894
2071	1134797890.0997963
2072	79.90517555190502
2073	97.85105690230913
2074	700683685.4990952
2075	2543016836.5591464
2076	35.61177093805788
2077	15.247723819642626
2078	3.33709873111671
2079	20.914553773543943
2080	41.8488255260172
2081	50.23984466126153
2082	14368027.429850107
2083	91.04566668133596
2084	4019624692.666239
2085	99.52579653110398
2086	97.83449581545341
2087	76.909204582219
2088	25742318052.20395
2089	46245944.315708786
2090	86.32602344729897
2091	2889890853.066358
2092	2018662490.550722
2093	71.64013896706528
2094	62.65349747284066
2095	15064059367.906721
2096	5534119615.579169
2097	70840628.27910312
2098	146997411.30531812
2099	78.59752864631471
2100	58.34828599610141
2101	82.91767191058604
2102	77.07739269336406
2103	39.819134000606574
2104	82.45412276491827
2105	20.715550169853984
2106	46.07584682162566
2107	37.39581835117986
2108	27.863059629857784
2109	33.15090528600822
2110	63.95454231231981
2111	45.001260354153196
2112	52.39312698614476
2113	37.011455091105354
2114	34.3382400946286
2115	77.11802177288997
2116	13.326948852108481
2117	5.292916639512153
2118	13.260564135913285
2119	5.080324416883671
2120	12.19212983099335
2121	18.01907356478531
2122	46.13029028540242
2123	22.974944175864934
2124	63.66418243710134
2125	76.56960963170536
2126	77.75023021081374
2127	18.149292808766717
2128	33.46540735478776
2129	22.81075754027384
2130	21.555594442902027
2131	9.920165745661539
2132	32.0934312723514
2133	15.306223141103034
2134	14.5966210144535
2135	29.086017109372523
2136	3.1368388545748855
2137	35.84592456345515
2138	21.95887426432779
2139	7.983444087491197
2140	3.6882190469117444
2141	11.709652644906583
2142	6.9366282693799235
2143	11.826465359092314
2144	39.922058273163856
2145	16.98404620740935
2146	19.35474743755196
2147	10.269214135381102
2148	29.497011558708223
2149	41.18418238924523
2150	89.37912229148017
2151	9.843132951749512
2152	3.2817096007338735
2153	29.919196219994333
2154	37.237230518306106
2155	25.48421826473816
2156	24.65628835336685
2157	11.68158928676147
2158	9.31429755115112
2159	12.819444112002968
2160	9.550365410063694
2161	5.389657571474416
2162	6.3208635207648864
2163	24.673193870135073
2164	7.364846562716367
2165	29.657849713590352
2166	5.736919421282907
2167	22.57320382347502
2168	27.68039411988625
2169	50.529281535053656
2170	58.30840021568006
2171	40.329416525024826
2172	9.949360708948431
2173	8.852981921997667
2174	26.002038565916767
2175	8.041225962193927
2176	11.631740024574762
2177	59.2931976912914
2178	39.18843746663816
2179	65.84322285312109
2180	146901003.64998245
2181	378186451.28501874
2182	56.32729908152872
2183	18.86856106687525
2184	22.487859353527767
2185	14.803083362426374
2186	14.909696853249166
2187	21.77634209240769
2188	12.721164872309538
2189	15.908100641481587
2190	38.73632590646548
2191	21.152454138141003
2192	11.113369395916866
2193	50.14038649052047
2194	12.148540444092323
2195	8.274950569202046
2196	1.67917627676432
2197	5.527360729127338
2198	26.81475196871663
2199	11.518794378402458
2200	2.5201605812017513
2201	47.11046201457408
2202	58.558646206738324
2203	25.05010315853613
2204	20.65931397917636
2205	7.510968854374374
2206	52.56282628863636
2207	29.524109206505543
2208	36.99892854481238
2209	27.54442519761574
2210	54.52785217723459
2211	15.56866531976402
2212	25.2748731511009
2213	16.501795610416032
2214	22.00866029526716
2215	48.89180209125551
2216	42.540345230724995
2217	23.21379037700898
2218	24.047483791328236
2219	32.11653963926937
2220	66.76967278260996
2221	22.761214802556363
2222	43.38230993160197
2223	24.698853998820898
2224	20.83214069349667
2225	50.82702655660486
2226	34.56644018015402
2227	25.9013361861521
2228	39.47277833845602
2229	38.262629809028894
2230	23.209671569845913
2231	23.25538106219868
2232	46.87621657821443
2233	24.139895594667024
2234	26.626020333485986
2235	14.619371822282973
2236	25.492131192017425
2237	19.679410662595817
2238	25.751538005103114
2239	27.09498747663276
2240	24.18260983652167
2241	20.13882253659832
2242	26.236220040895354
2243	18.24195147192475
2244	29.035992511308464
2245	25.537558883098335
2246	19.985249218284938
2247	23.758236036046426
2248	20.2452974892035
2249	25.675919719046018
2250	18.000722277778912
2251	16.736197660843995
2252	12.031759247561688
2253	19.435414221448834
2254	10.403065407198806
2255	12.457126258338516
2256	14.830317577184523
2257	18.60799917830659
2258	29.583228351265895
2259	17.057499435105864
2260	14.930635813058112
2261	13.769717106787265
2262	16.88417556937974
2263	15.343120387838102
2264	17.044149921855517
2265	22.155549566286947
2266	12.757848231255677
2267	9.107056894690837
2268	12.281232913735357
2269	9.587388712823891
2270	11.531725177530562
2271	11.80677935216535
2272	15.579882319274798
2273	6.037927497954429
2274	7.055931291319916
2275	3.875063711803029
2276	8.444214620292822
2277	2.9386897814021435
2278	1.752976990737332
2279	3.8942979995507594
2280	4.354750636443089
2281	6.005491261578769
2282	17.245391701683555
2283	16.782659481462918
2284	8.695469202784196
2285	4.486422322386227
2286	7.13597730127177
2287	3.4945415936514475
2288	5.337215716474661
2289	5.522405676621946
2290	5.303879752801801
2291	8.242231074289764
2292	5.976773822205889
2293	8.679735054711402
2294	7.047299744031693
2295	17.734170004248746
2296	12.46851987185053
2297	10.117724355373896
2298	10.572187010019876
2299	10.27027855406653
2300	6.671932840226376
2301	7.040297824685727
2302	8.365205902663469
2303	5.902471369511881
2304	9.763087181404863
2305	12.180323505883402
2306	9.921684494271586
2307	18.267189598832125
2308	11.524677670351782
2309	29.280741028427688
2310	3.643146601259767
2311	2.665957044504894
2312	14.370355619960252
2313	5.544354286302141
2314	14.27086829906221
2315	5.294451918948246
2316	4.224968815822163
2317	3.8165102752960163
2318	2.5702286857709797
2319	3.6802494004911224
2320	4.362917294596243
2321	3.9774442865629385
2322	10.652101787205991
2323	2.890780471022393
2324	6.899584517448463
2325	3.648228655502419
2326	3.0493510010067686
2327	3.7158250186434554
2328	5.364049387669005
2329	1.01882912353061
2330	1.3195305440035234
2331	7.718067667657782
2332	1.9000308499306386
2333	6.663664676580975
2334	5.17993038268948
2335	10.811306739704087
2336	17.790245097828677
2337	11.874340689542294
2338	1.484476574843788
2339	2.129569311581011
2340	1.053281174039233
2341	0.25537096732889863
2342	2.3086751140634965
2343	1.462163764431699
2344	5.40509151382638
2345	2.098532487485844
2346	2.862649310374164
2347	1.7252797416098553
2348	8.41708700391008
2349	6.25759444719903
2350	2.9294570116874548
2351	8.11470303253572
2352	0.8229731377790513
2353	1.5677698640315705
2354	2.275439066714698
2355	1.212296766390627
2356	0.722573092903211
2357	2.2082550265692635
2358	0.3696533769862156
2359	1.5069288383680828
2360	2.1153600312281124
2361	3.6357039186897975
2362	5.106282297012856
2363	7.765717115032899
2364	8.490101837921967
2365	12.728379735314983
2366	2.8044058341498106
2367	2.810922802156968
2368	3.5951213246683293
2369	6.36481548461322
2370	9.856282396015335
2371	5.599884662146603
2372	3.7794634619951433
2373	3.2903872211890826
2374	7.257867386414588
2375	3.7147143930708983
2376	4.0656517798666965
2377	5.9326672018297915
2378	11.218598334840316
2379	4.344618629724496
2380	6.896244794921829
2381	4.94538462686924
2382	3.0573210097560475
2383	3.9202610491219327
2384	7.125904019410597
2385	5.012219124684615
2386	5.581805472455072
2387	3.0602958321983516
2388	3.4713595689965673
2389	15.578431193957114
2390	9.510924414705935
2391	7.9920818576176735
2392	3.4130058671812695
2393	2.089958991995548
2394	8.087904046910737
2395	0.39864452556298724
2396	1.4743124184554297
2397	1.9846984823673097
2398	3.4287411328799013
2399	2.917434579430147
2400	7.203600180386931
2401	2.1723688220311073
2402	4.567373601925196
2403	2.6797666863725738
2404	6.581040541767886
2405	1.7002008313541834
2406	3.5303096111590406
2407	3.6627081721873145
2408	1.7768195474522483
2409	6.639520179815438
2410	2.8148241357490473
2411	2.3479674216067092
2412	1.9519569076135985
2413	2.2767940376665634
2414	3.2831028676180143
2415	1.6490131937386825
2416	2.6063762512407265
2417	2.4619347176772206
2418	1.599222099524293
2419	7.335702803436562
2420	2.817721897752156
2421	1.450116379885153
2422	2.842351368272637
2423	1.9209203272401065
2424	3.2063162907574023
2425	1.0107439647631482
2426	1.497296793004928
2427	2.692933935374415
2428	2.337360713946795
2429	7.143972012834363
2430	2.6665184623675873
2431	2.299763800849451
2432	4.899554930095352
2433	1.8595617433440714
2434	2.0667880747645455
2435	1.7194405395949128
2436	2.2579535301082094
2437	4.579006469276269
2438	1.1983146968842462
2439	4.379058702269359
2440	1.5347666128290904
2441	2.824854898908333
2442	1.7492288777676117
2443	2.3277375587994253
2444	5.4768708492811635
2445	1.845586828897923
2446	1.6440682223735863
2447	0.44656536133571256
2448	2.7076931975911536
2449	0.12292290885043813
2450	0.31049320484738624
2451	0.8110123349484458
2452	0.22364580926678906
2453	0.4785008865504064
2454	0.6348964268301349
2455	0.37453523290704344
2456	0.7529295702541364
2457	2.177338629768399
2458	0.7393155805441303
2459	0.13880139632010913
2460	1.0898636872905205
2461	0.895482174204504
2462	1.186366007011849
2463	0.22524340846268626
2464	1.9465033578588848
2465	1.1243599419297452
2466	1.9444148178935152
2467	0.8210699824912747
2468	0.08675751559640535
2469	1.3685531495076484
2470	0.04889436069336685
2471	0.0425442163981463
2472	1.4286824079021363
2473	0.09993695572515646
2474	1.3536756247022883
2475	0.07707763812097128
2476	0.1856507922690142
2477	0.5454913334752003
2478	1.2911219230978705
2479	2.3932081797303235
2480	3.483652635236509
2481	1.4723416517568908
2482	0.14079557710779786
2483	0.1672512075310082
2484	2.3530481610818064
2485	1.5060721388016631
2486	1.1836409643637649
2487	1.7264242516769137
2488	0.5116874074730766
2489	0.5488492539995264
2490	0.1297123323591411
2491	0.0915625326580343
2492	1.9174335669645783
2493	1.2143832819034608
2494	0.21257306110929117
2495	0.18897366588595077
2496	0.2744818466510045
2497	0.20425752249720203
2498	1.0648178855792327
2499	0.26797958956893514
2500	0.1696998215666083
2501	0.44259372888312876
2502	0.6831909547215612
2503	0.945389383245103
2504	0.9455096609946833
2505	1.4267676326258372
2506	4.267445165054442
2507	2.396480721717311
2508	3.2653116270738245
2509	2.0775327444755365
2510	2.5922431345434758
2511	2.274756418110716
2512	1.9283106079484855
2513	2.8974651708167274
2514	1.8099150386170373
2515	2.016035330328867
2516	2.053410678925804
2517	0.7427074616246443
2518	0.8701411436629801
2519	1.193709580607509
2520	0.5982684322153418
2521	0.4797253124497368
2522	1.5337841347949168
2523	1.7537049835345422
2524	1.0659409367114112
2525	0.7940847301405018
2526	0.4297258817270678
