Итерация	Значение_функции
2527	0.41038526671186554
2528	1.8026689148921184
2529	0.7565248684271658
2530	0.24844136109053708
2531	2.51013502206339
2532	1.7068767984098678
2533	0.16368515399661096
2534	0.14785116872027765
2535	0.23581516596764457
2536	0.14825697282708677
2537	1.1398436686698132
2538	0.1190892430257157
2539	1.1386498490696288
2540	1.0725100039370126
2541	0.17180789117806627
2542	0.19480557245184732
2543	0.06956827319465211
2544	0.053596223346112706
2545	0.06277349932727232
2546	0.010493119346093132
2547	0.08328213812212756
2548	0.22216972521979877
2549	1.2130937735278282
2550	0.08056725145723297
2551	0.1270778174276409
2552	0.29211093053985354
2553	2.058464171053682
2554	1.1622769502272692
2555	0.17655390570653037
2556	1.1406050471800386
2557	0.17534763748572685
2558	0.15378673658417297
2559	1.123298068734327
2560	0.17638871927842062
2561	0.29423759068544547
2562	1.3212127908811915
2563	1.165892266934659
2564	0.2586957367664192
2565	0.25952331629126196
2566	0.20592358475938938
2567	0.4685493042542399
2568	0.2716928666539211
2569	0.7716365378664958
2570	0.6451869007097953
2571	0.4460416029292281
2572	0.5742216879573384
2573	0.41741367514407296
2574	0.19109723691440872
2575	0.06160402903431878
2576	0.26240275747999436
2577	0.6280221171240123
2578	1.4326438009100178
2579	0.09675737059707112
2580	0.41185971986786807
2581	1.298335420541879
2582	1.353823966715123
2583	0.22530445255693357
2584	0.4895542730627085
2585	1.5769108118787047
2586	0.2965663932491512
2587	1.0969330116992908
2588	1.187807473955856
2589	0.172428028934215
2590	0.33600091718753944
2591	0.058782390717996916
2592	0.10572466347931483
2593	0.02138652245464289
2594	0.03528732757449055
2595	0.02763867212021138
2596	2.082979486488039
2597	0.09401193140681116
2598	0.024461843526529258
2599	0.11735416305680232
2600	0.034488412991030545
2601	0.07640873075922966
2602	0.289169588227138
2603	0.028438185777805092
2604	0.24130439378094926
2605	1.2695303822977215
2606	0.017493165931351497
2607	1.0843234226812473
2608	0.05242346717761524
2609	0.08719619408146903
2610	0.09863585585089672
2611	0.27745109979745025
2612	0.08468315671130486
2613	0.4907802479932674
2614	1.116989475615525
2615	0.14602454843973917
2616	0.13641565222096036
2617	0.6290657320270021
2618	0.15208140783806842
2619	1.318886624746491
2620	1.0386373123700923
2621	1.0949868449943572
2622	0.13307087632941814
2623	0.29742023300861375
2624	0.08562104563664054
2625	0.12952371846137023
2626	0.06919389535714315
2627	0.10670138626357437
2628	0.06593179004986051
2629	0.12389284772846663
2630	0.2742584021189039
2631	0.10050312199535633
2632	0.045667121287016554
2633	0.16643901810242306
2634	0.033060922580656835
2635	0.07506364665010765
2636	0.03418011423505368
2637	1.0744048930892447
2638	0.2010410979418621
2639	2.030671990869161
2640	0.04355587815398672
2641	0.01892772752261209
2642	0.006819000463011358
2643	0.14500567640024603
2644	1.0196833412779966
2645	0.053257327430295466
2646	0.17929753473854315
2647	0.12835084777483521
2648	0.09037802583212774
2649	0.20847492404955478
2650	0.17698422818222126
2651	0.4152082478318799
2652	0.28112873044877856
2653	0.31034962874840244
2654	0.38308550447695006
2655	1.3402297937142245
2656	0.5053664499167116
2657	0.4428809794336751
2658	0.6263929739209155
2659	0.47012632152319433
2660	1.5721147352287081
2661	0.3254038998398995
2662	0.8484870236647148
2663	1.7482981907543715
2664	0.22068739833110418
2665	1.2955990358047595
2666	1.2039027430305036
2667	1.1450315898509456
2668	2.159733849006754
2669	0.4444977511155387
2670	0.1932660544499309
2671	0.3031416745800272
2672	1.1510217863286578
2673	0.37055900090226795
2674	1.436966170404883
2675	0.3538709004440026
2676	1.3263630813474858
2677	1.2662111376472998
2678	0.3440125610855455
2679	0.486436794475109
2680	1.2069563595875186
2681	0.31874762799980866
2682	0.35933447117499995
2683	1.320143349892427
2684	1.356631152395444
2685	1.2855640428670343
2686	0.30132175817707246
2687	0.3257080720374499
2688	0.3068755760650793
2689	1.3467947616475542
2690	0.3248566075040318
2691	0.29275599576893124
2692	0.22718105665552166
2693	0.19016028526814854
2694	1.169778232987594
2695	1.17207002536008
2696	1.2259754515329764
2697	0.16482712104086988
2698	0.13494415981961072
2699	0.1792479301973664
2700	0.15526709719287207
2701	0.16118879811343778
2702	0.15820849120170027
2703	0.13768469654680732
2704	0.1781974632596649
2705	0.17145840889718242
2706	0.13173578333898286
2707	1.1747467206296307
2708	1.107143384116132
2709	0.17192345764102399
2710	0.26109014160241206
2711	0.20008069981445253
2712	0.2404034268629446
2713	0.17871587096293698
2714	2.151564806652487
2715	1.1725357859979115
2716	0.22966029156860335
2717	0.19864101340475165
2718	0.23901258697074346
2719	0.3113729998539547
2720	0.26228706818068714
2721	0.2636556565691571
2722	0.2768447449715558
2723	1.393215566252521
2724	0.2570625178611777
2725	0.24843000220920514
2726	0.23383623021169883
2727	0.1935514607325901
2728	0.14546017560088778
2729	0.18521504025956634
2730	1.1637770555335532
2731	0.12510335052854663
2732	1.1242732160340863
2733	0.1296104869775414
2734	1.1891349316391735
2735	1.1127315402064784
2736	0.1492184884348325
2737	0.13310231448174042
2738	0.17009570294251594
2739	0.15595304820192
2740	1.1246973524559187
2741	1.1667545244878803
2742	0.15763474848713946
2743	1.223015844283848
2744	1.1563519761332541
2745	0.1917477612384218
2746	1.1271409362516147
2747	0.15193004513288538
2748	0.14691349573777832
2749	0.16974606213227228
2750	0.15351108889675474
2751	0.22448083757369788
2752	0.1311483169829723
2753	1.1050178635281018
2754	0.11549167845453742
2755	0.12392558406460405
2756	0.19024089461521776
2757	0.1686436825154558
2758	0.07910202318088887
2759	1.140883447446953
2760	0.0905237837000852
2761	0.0980079151451058
2762	0.12262779433233512
2763	1.1007101179061427
2764	0.0737716836294563
2765	0.09178527064571053
2766	0.07721314953410473
2767	0.07117951984040098
2768	2.0745986552915383
2769	1.070666304435263
2770	0.06942457952494288
2771	0.06222497004568267
2772	0.06919314833649695
2773	0.13187810903477926
2774	0.07855275179308904
2775	0.14069330973928745
2776	0.10799482905923781
2777	0.08409061881015562
2778	0.04666612748780945
2779	0.12899763896289765
2780	0.08440879041580528
2781	0.06912207168119211
2782	0.044881217117704784
2783	0.09927549420445683
2784	0.1453849218925067
2785	1.0771573529733707
2786	0.05748590208070621
2787	0.0702484365078267
2788	0.07521771401138898
2789	0.13438396544783043
2790	1.1224959054060886
2791	0.06655795316790679
2792	0.12020242480210526
2793	0.04773415494227663
2794	1.0612211867795487
2795	1.0313019317822452
2796	1.0530459230282367
2797	1.1320685877599272
2798	0.04973950358967773
2799	1.0903439043647192
2800	0.026677615780983398
2801	0.028714787223288483
2802	0.06816254531428656
2803	0.021102128539827642
2804	1.0663319722803197
2805	0.03487943310335752
2806	1.0616862024816962
2807	0.01263450638457599
2808	1.0042001940245893
2809	0.01767162178158916
2810	0.044024779220580595
2811	0.07558348629694564
2812	0.03073911618524513
2813	0.03831329052977629
2814	0.05303051481895279
2815	1.0594764321895174
2816	1.0770126991227438
2817	0.06649553583391356
2818	2.0774747060101784
2819	0.039058415132558116
2820	1.0372483213289996
2821	0.05007049463059586
2822	0.08500803934081712
2823	0.05341589865720318
2824	0.05052466508473069
2825	2.0664607175401914
2826	0.03657356769562999
2827	0.03180241840871075
2828	0.05764944419961866
2829	1.0177485736897678
2830	0.039226593859591735
2831	0.06553593151770358
2832	1.067364042448523
2833	0.09619227546634541
2834	0.07870526548163281
2835	1.0612782402790493
2836	0.06095498654391981
2837	1.0866966375523481
2838	1.058399882086941
2839	0.05583029259828658
2840	0.06295845166624107
2841	1.083496833344718
2842	0.0520846672984861
2843	0.03813135735820589
2844	1.0705725547227951
2845	1.0179255797285767
2846	0.03276185368559141
2847	0.04210026689017626
2848	1.037234351950811
2849	0.04938655402553104
2850	0.05109920074297065
2851	1.0539078520126468
2852	0.043452787741236766
2853	0.04931822436897605
2854	0.049621817839409305
2855	0.03581560963521338
2856	2.043112607857968
2857	0.04429494497139011
2858	0.05461412208812239
2859	0.0413347971844861
2860	1.0516192958073216
2861	0.03931586678301734
2862	0.05316000721462566
2863	1.041944703730224
2864	0.027034596493608426
2865	1.036024014187991
2866	0.02745149907793493
2867	0.0332570704549358
2868	0.03850989495191712
2869	1.0355589197205433
2870	0.01984493257644429
2871	1.023144309198214
2872	0.02548143962234546
2873	0.02376181530077765
2874	0.028014896209267122
2875	0.03569326801445585
2876	0.03519879838763737
2877	0.013296999854216871
2878	0.020103855997797973
2879	0.01213262941898796
2880	0.019540828749557933
2881	1.0047174861617407
2882	0.017988626537754137
2883	1.0182643666565412
2884	0.011488754652925792
2885	0.02226518455597096
2886	0.0102922358481889
2887	0.008923682858685326
2888	0.013767192193902402
2889	1.0113645563446356
2890	0.005502865509739634
2891	0.0029379201893727147
2892	1.0108523150525066
2893	1.0025937930205602
2894	0.003086258202834437
2895	0.002175907699651254
2896	0.0036447700909897924
2897	0.004377374251809786
2898	0.004070496376456399
2899	0.00477714521544454
2900	0.005003485699119341
2901	0.00736556500644745
2902	0.00677390140327463
2903	0.0035883468066800783
2904	0.003268053935876464
2905	0.001783482193128535
2906	0.004115624769842783
2907	0.002886023740170717
2908	0.0061219077151664116
2909	0.008814908571285708
2910	0.016398891503690977
2911	0.007482807323125835
2912	0.010553717496567125
2913	0.00850416908042802
2914	0.004057632524004414
2915	0.00736105085141976
2916	0.006015224364195613
2917	0.002710553851299388
2918	1.0016818548931947
2919	1.0015995709915988
2920	0.006368306713851527
2921	0.003823815475862917
2922	0.0077237196799237575
2923	0.004169770434452275
2924	0.004133513434176249
2925	1.0009186005583264
2926	0.003184261090692986
2927	0.007952706269272301
2928	1.0125868396867184
2929	0.009093332767993248
2930	1.0047122844041627
2931	0.019143921313705892
2932	0.010261430708451258
2933	0.01187963648962314
2934	1.011670834555884
2935	0.007994774728382236
2936	0.009805669227308075
2937	0.012166516760242718
2938	0.018896919262750462
2939	1.0087120248362715
2940	0.008696322325003903
2941	0.012401362046431868
2942	1.0156933105711168
2943	0.012152886037242901
2944	0.017416877120174992
2945	0.014253174707634982
2946	0.005202134847437191
2947	0.002586296026164831
2948	0.0037217175187307158
2949	0.004869102373048931
2950	0.0008881372098916787
2951	0.0018520967996994249
2952	1.0048632044864256
2953	0.0002891581763830487
2954	1.001496513906906
2955	0.0034338728303199813
2956	0.0027857520605529392
2957	0.0018872069855239253
2958	0.002746687642169454
2959	0.013907516114156727
2960	0.003988317000598402
2961	0.01646703289438977
2962	0.012961063695714113
2963	1.0021321842208657
2964	1.0081901225997734
2965	0.007646774511835196
2966	0.009976673125848394
2967	0.011142260607032467
2968	0.014788041648799016
2969	0.017154678664687294
2970	0.0062572995347060624
2971	0.011083957147442532
2972	2.0008299291133653
2973	0.0017065014908747398
2974	0.0029569234288163377
2975	0.0012485981486796275
2976	1.0016564573135835
2977	1.00621171672892
2978	0.0012356063868831217
2979	0.007428579960375338
2980	1.015619794119329
2981	0.005553559921253087
2982	1.0050179359865465
2983	1.0055605716719807
2984	0.005822779050719713
2985	0.006879189299100412
2986	0.00907176846878608
2987	0.001466579298206165
2988	0.0037764749967414066
2989	1.001251597760603
2990	1.0005306062986243
2991	0.003155432910923175
2992	1.0029671146923498
2993	1.0077552671167103
2994	0.00860214662915235
2995	0.007527082311727509
2996	0.00786306084673612
2997	0.007777894312097574
2998	1.0043729584911831
2999	0.009724135553098427
